placa,timestamp,cam,faixa,lat,lon,timestamp_legivel,is_clonado,num_infracoes
RXB5Z06,1754020480806,CAM044,1,-26.949201,-48.669619,2025-08-01 03:54:40,False,1
MGV4A31,1754020485268,CAM015,2,-26.33471,-48.851695,2025-08-01 03:54:45,False,1
HTT1J71,1754020490653,CAM068,1,-26.961254,-48.666952,2025-08-01 03:54:50,False,1
WYK8P84,1754020493459,CAM026,3,-26.950283,-49.114261,2025-08-01 03:54:53,False,2
XTT8G78,1754020494432,CAM056,2,-28.682354,-49.410267,2025-08-01 03:54:54,False,2
XAH4J03,1754020494825,CAM064,2,-27.601727,-48.693852,2025-08-01 03:54:54,False,1
ZBL5W92,1754020495420,CAM072,1,-26.958775,-48.66775,2025-08-01 03:54:55,False,1
XZP2D01,1754020496886,CAM018,3,-26.266313,-48.826993,2025-08-01 03:54:56,False,0
DCO3B03,1754020496899,CAM046,1,-27.579889,-48.655592,2025-08-01 03:54:56,False,1
RYF5Q72,1754020499655,CAM007,2,-27.574236,-48.513958,2025-08-01 03:54:59,False,1
CXO8C33,1754020503517,CAM039,2,-26.910126,-48.698347,2025-08-01 03:55:03,False,3
AAH3F93,1754020507290,CAM061,3,-27.823777,-50.309457,2025-08-01 03:55:07,False,0
WSB0Y59,1754020507792,CAM059,1,-27.786213,-50.340794,2025-08-01 03:55:07,False,1
ROB9L76,1754020509355,CAM008,1,-27.613203,-48.535995,2025-08-01 03:55:09,False,1
RGM2U92,1754020509751,CAM095,1,-28.941527,-49.53719,2025-08-01 03:55:09,False,2
GYJ8S41,1754020511110,CAM071,1,-26.996525,-48.607696,2025-08-01 03:55:11,False,3
DEZ0B50,1754020515443,CAM061,4,-27.823777,-50.309457,2025-08-01 03:55:15,False,1
ZSC9N29,1754020518368,CAM099,2,-28.514657,-48.811633,2025-08-01 03:55:18,False,0
YEM1M74,1754020522566,CAM025,2,-26.951472,-49.086733,2025-08-01 03:55:22,False,1
DCV9B71,1754020524539,CAM064,3,-27.601727,-48.693852,2025-08-01 03:55:24,False,0
JUV2E08,1754020528804,CAM011,1,-27.589142,-48.533295,2025-08-01 03:55:28,False,0
HAH2E41,1754020530289,CAM031,2,-27.131497,-52.592651,2025-08-01 03:55:30,False,3
TXE4Q11,1754020530432,CAM070,1,-27.008143,-48.663002,2025-08-01 03:55:30,False,2
VFB6C26,1754020531884,CAM037,4,-27.087073,-52.658853,2025-08-01 03:55:31,False,3
FIF8N99,1754020535072,CAM008,1,-27.613203,-48.535995,2025-08-01 03:55:35,False,2
PMX4P81,1754020535322,CAM081,3,-27.060729,-48.883572,2025-08-01 03:55:35,False,1
CMJ2V26,1754020535888,CAM098,4,-27.214437,-49.610042,2025-08-01 03:55:35,False,0
ZNH9E75,1754020541020,CAM010,2,-27.627345,-48.538823,2025-08-01 03:55:41,False,2
TPX8L21,1754020541744,CAM018,2,-26.266313,-48.826993,2025-08-01 03:55:41,False,0
MPP0G41,1754020541767,CAM001,4,-27.579078,-48.573935,2025-08-01 03:55:41,False,1
GOE9V71,1754020542653,CAM049,1,-27.599556,-48.627586,2025-08-01 03:55:42,False,1
ZIA3G30,1754020542942,CAM012,3,-27.571026,-48.575134,2025-08-01 03:55:42,False,1
ZLG9T51,1754020543152,CAM081,3,-27.060729,-48.883572,2025-08-01 03:55:43,False,2
WQR2P52,1754020543221,CAM041,1,-26.919381,-48.656875,2025-08-01 03:55:43,False,0
FJY7I54,1754020550167,CAM096,1,-28.904099,-49.48527,2025-08-01 03:55:50,False,3
QJV0U21,1754020553172,CAM041,1,-26.919381,-48.656875,2025-08-01 03:55:53,False,1
KYN3W19,1754020553419,CAM031,2,-27.131497,-52.592651,2025-08-01 03:55:53,False,0
JAS8H50,1754020557877,CAM098,1,-27.214437,-49.610042,2025-08-01 03:55:57,False,0
TGN3K55,1754020558063,CAM069,1,-26.958422,-48.596323,2025-08-01 03:55:58,False,3
IVU8Q37,1754020558432,CAM064,2,-27.601727,-48.693852,2025-08-01 03:55:58,False,3
RSD7S94,1754020558586,CAM088,4,-26.736666,-50.992871,2025-08-01 03:55:58,False,2
ROY9X37,1754020559288,CAM040,1,-26.912173,-48.691725,2025-08-01 03:55:59,False,3
TAY4A63,1754020562050,CAM076,1,-26.526243,-49.105032,2025-08-01 03:56:02,False,3
NOU4A47,1754020563595,CAM044,1,-26.949201,-48.669619,2025-08-01 03:56:03,False,2
MSW8A99,1754020563916,CAM036,2,-27.067151,-52.61626,2025-08-01 03:56:03,False,3
EBO9M93,1754020564259,CAM014,3,-26.265889,-48.812223,2025-08-01 03:56:04,False,0
ORD0L07,1754020564703,CAM066,2,-27.627305,-48.634474,2025-08-01 03:56:04,False,0
ZIH9H24,1754020567130,CAM089,2,-27.274403,-51.982845,2025-08-01 03:56:07,False,0
ASO4J63,1754020567309,CAM002,1,-27.627116,-48.53657,2025-08-01 03:56:07,False,3
TEZ4P95,1754020569287,CAM024,1,-26.880835,-49.0316,2025-08-01 03:56:09,False,2
CSF0M79,1754020573160,CAM055,2,-28.713808,-49.342112,2025-08-01 03:56:13,False,1
DXM6Q57,1754020575186,CAM066,2,-27.627305,-48.634474,2025-08-01 03:56:15,False,3
IJI0R84,1754020575274,CAM046,1,-27.579889,-48.655592,2025-08-01 03:56:15,False,0
IML5Q53,1754020575579,CAM049,1,-27.599556,-48.627586,2025-08-01 03:56:15,False,0
BIZ9B96,1754020577996,CAM044,1,-26.949201,-48.669619,2025-08-01 03:56:17,False,0
OPI2C28,1754020578772,CAM026,2,-26.950283,-49.114261,2025-08-01 03:56:18,False,3
XWL6E25,1754020579270,CAM096,1,-28.904099,-49.48527,2025-08-01 03:56:19,False,0
ICP5E02,1754020580978,CAM099,2,-28.514657,-48.811633,2025-08-01 03:56:20,False,3
INR1M88,1754020581480,CAM034,1,-27.060368,-52.575929,2025-08-01 03:56:21,False,1
RPU7S34,1754020583887,CAM048,3,-27.576322,-48.602478,2025-08-01 03:56:23,False,1
HYM2J11,1754020586278,CAM051,1,-28.648343,-49.336678,2025-08-01 03:56:26,False,3
SDV0W06,1754020586360,CAM091,1,-27.259224,-52.058796,2025-08-01 03:56:26,False,3
JYO9K56,1754020586896,CAM021,1,-26.276384,-48.856475,2025-08-01 03:56:26,False,0
UDC2L01,1754020586941,CAM065,4,-27.677998,-48.669561,2025-08-01 03:56:26,False,3
DVI6P82,1754020590937,CAM092,3,-26.898072,-52.362019,2025-08-01 03:56:30,False,1
WDJ1Q35,1754020596621,CAM044,1,-26.949201,-48.669619,2025-08-01 03:56:36,False,1
GMY3S55,1754020596823,CAM031,1,-27.131497,-52.592651,2025-08-01 03:56:36,True,11
OAK4P14,1754020597160,CAM041,1,-26.919381,-48.656875,2025-08-01 03:56:37,False,0
LAU8S74,1754020597577,CAM085,1,-28.51147,-49.017964,2025-08-01 03:56:37,False,3
ULY6Q83,1754020602677,CAM019,2,-26.269957,-48.810264,2025-08-01 03:56:42,False,1
DNC5R98,1754020603404,CAM023,1,-26.873211,-49.109018,2025-08-01 03:56:43,False,0
YIE2D55,1754020609723,CAM041,1,-26.919381,-48.656875,2025-08-01 03:56:49,False,3
FVO7P40,1754020619521,CAM034,1,-27.060368,-52.575929,2025-08-01 03:56:59,False,1
OEG1B21,1754020619995,CAM062,3,-27.78816,-50.284255,2025-08-01 03:56:59,False,3
OOL0R94,1754020623550,CAM100,1,-26.201103,-50.385585,2025-08-01 03:57:03,False,1
TAM3K86,1754020623771,CAM022,1,-26.279524,-48.88648,2025-08-01 03:57:03,False,1
BFS6P83,1754020624360,CAM056,1,-28.682354,-49.410267,2025-08-01 03:57:04,False,1
TPW7R16,1754020627832,CAM081,2,-27.060729,-48.883572,2025-08-01 03:57:07,False,0
GUW1M71,1754020628090,CAM036,2,-27.067151,-52.61626,2025-08-01 03:57:08,False,3
ZVU7F73,1754020630901,CAM024,1,-26.880835,-49.0316,2025-08-01 03:57:10,False,2
ADR8O58,1754020634540,CAM077,2,-26.505803,-49.112575,2025-08-01 03:57:14,False,3
MQF3W29,1754020636757,CAM051,1,-28.648343,-49.336678,2025-08-01 03:57:16,False,0
TRF3P57,1754020637413,CAM040,1,-26.912173,-48.691725,2025-08-01 03:57:17,False,3
JZT4S92,1754020637653,CAM067,1,-27.630914,-48.708228,2025-08-01 03:57:17,False,2
ESN0R28,1754020637886,CAM036,1,-27.067151,-52.61626,2025-08-01 03:57:17,False,2
DEV7N43,1754020643956,CAM035,1,-27.072321,-52.590056,2025-08-01 03:57:23,False,0
UWB5C37,1754020645197,CAM097,2,-27.173071,-49.643988,2025-08-01 03:57:25,False,3
BSS2I69,1754020646550,CAM017,1,-26.263496,-48.886535,2025-08-01 03:57:26,False,2
TZT2Q71,1754020648873,CAM049,1,-27.599556,-48.627586,2025-08-01 03:57:28,False,3
FGN3J94,1754020650040,CAM009,2,-27.567243,-48.582885,2025-08-01 03:57:30,False,3
CII5N14,1754020652218,CAM034,1,-27.060368,-52.575929,2025-08-01 03:57:32,False,0
ZBG3H66,1754020653471,CAM097,2,-27.173071,-49.643988,2025-08-01 03:57:33,False,2
LZO7S85,1754020654689,CAM099,2,-28.514657,-48.811633,2025-08-01 03:57:34,False,1
PCE2N54,1754020655431,CAM022,1,-26.279524,-48.88648,2025-08-01 03:57:35,False,0
IZY3A30,1754020655491,CAM013,1,-26.326589,-48.854867,2025-08-01 03:57:35,False,3
JNL4J04,1754020660344,CAM025,1,-26.951472,-49.086733,2025-08-01 03:57:40,False,1
VHV4B15,1754020664879,CAM038,4,-27.130312,-52.621499,2025-08-01 03:57:44,False,2
WIP3J12,1754020672495,CAM100,3,-26.201103,-50.385585,2025-08-01 03:57:52,False,1
UHF5X01,1754020674619,CAM039,2,-26.910126,-48.698347,2025-08-01 03:57:54,False,3
RFM3B18,1754020675335,CAM044,1,-26.949201,-48.669619,2025-08-01 03:57:55,False,1
WVM3B84,1754020676387,CAM040,1,-26.912173,-48.691725,2025-08-01 03:57:56,False,1
CGH7D47,1754020676416,CAM053,2,-28.658134,-49.406352,2025-08-01 03:57:56,False,2
MZK9W00,1754020684671,CAM069,1,-26.958422,-48.596323,2025-08-01 03:58:04,False,0
LWR6A55,1754020686192,CAM092,3,-26.898072,-52.362019,2025-08-01 03:58:06,False,3
SVI3K52,1754020691284,CAM095,4,-28.941527,-49.53719,2025-08-01 03:58:11,False,2
XBV8W14,1754020692412,CAM004,1,-27.614062,-48.518868,2025-08-01 03:58:12,False,0
YBL0X61,1754020695767,CAM063,3,-27.687553,-48.68721,2025-08-01 03:58:15,False,1
ILD8Z69,1754020696458,CAM029,2,-26.950864,-49.070505,2025-08-01 03:58:16,False,2
LBF2Z03,1754020697483,CAM002,1,-27.627116,-48.53657,2025-08-01 03:58:17,True,20
RSD5S82,1754020697955,CAM032,2,-27.137341,-52.612803,2025-08-01 03:58:17,False,0
MYI5C89,1754020699009,CAM067,1,-27.630914,-48.708228,2025-08-01 03:58:19,False,0
RNF5S89,1754020699346,CAM098,4,-27.214437,-49.610042,2025-08-01 03:58:19,False,0
PFC6J80,1754020701654,CAM070,1,-27.008143,-48.663002,2025-08-01 03:58:21,False,0
KLS7F34,1754020703070,CAM090,2,-27.195233,-52.020302,2025-08-01 03:58:23,False,2
NVE6T78,1754020704604,CAM025,2,-26.951472,-49.086733,2025-08-01 03:58:24,False,3
LZU8O74,1754020707333,CAM009,2,-27.567243,-48.582885,2025-08-01 03:58:27,False,3
RYJ7E72,1754020708418,CAM039,2,-26.910126,-48.698347,2025-08-01 03:58:28,False,3
EEZ2A89,1754020709832,CAM067,2,-27.630914,-48.708228,2025-08-01 03:58:29,False,2
AYH5L60,1754020709899,CAM090,1,-27.195233,-52.020302,2025-08-01 03:58:29,False,3
OFU5O86,1754020712551,CAM042,1,-26.906459,-48.654455,2025-08-01 03:58:32,False,1
SVA6C72,1754020713113,CAM044,1,-26.949201,-48.669619,2025-08-01 03:58:33,False,2
WSK0I99,1754020713199,CAM020,3,-26.332262,-48.872393,2025-08-01 03:58:33,False,3
AOH3R71,1754020717380,CAM076,1,-26.526243,-49.105032,2025-08-01 03:58:37,False,3
TRT0D91,1754020719681,CAM052,2,-28.721326,-49.364506,2025-08-01 03:58:39,False,0
LOR9I94,1754020720900,CAM100,2,-26.201103,-50.385585,2025-08-01 03:58:40,False,2
DTM7A55,1754020723863,CAM024,3,-26.880835,-49.0316,2025-08-01 03:58:43,False,0
XSN6B69,1754020725510,CAM065,3,-27.677998,-48.669561,2025-08-01 03:58:45,False,0
VZC0Z65,1754020728052,CAM044,1,-26.949201,-48.669619,2025-08-01 03:58:48,False,0
LIG2A17,1754020729381,CAM027,1,-26.912119,-49.101786,2025-08-01 03:58:49,False,1
UYT9Q82,1754020730345,CAM025,1,-26.951472,-49.086733,2025-08-01 03:58:50,False,2
VXH7R00,1754020732121,CAM083,2,-28.479708,-48.983166,2025-08-01 03:58:52,False,2
DOT4H08,1754020732710,CAM042,1,-26.906459,-48.654455,2025-08-01 03:58:52,False,3
LUK0E72,1754020734719,CAM030,3,-26.955102,-49.080656,2025-08-01 03:58:54,False,2
JAO0K69,1754020737854,CAM052,1,-28.721326,-49.364506,2025-08-01 03:58:57,True,15
OGL1V23,1754020739579,CAM072,1,-26.958775,-48.66775,2025-08-01 03:58:59,False,3
OWW5B21,1754020741669,CAM042,1,-26.906459,-48.654455,2025-08-01 03:59:01,False,1
JWM1N55,1754020744101,CAM028,1,-26.954251,-49.025974,2025-08-01 03:59:04,False,2
MTR3I43,1754020745670,CAM006,2,-27.580142,-48.559484,2025-08-01 03:59:05,False,2
NQP1J48,1754020746896,CAM062,4,-27.78816,-50.284255,2025-08-01 03:59:06,False,2
IBE4N28,1754020747512,CAM023,1,-26.873211,-49.109018,2025-08-01 03:59:07,False,1
KUB8A18,1754020747674,CAM021,2,-26.276384,-48.856475,2025-08-01 03:59:07,False,0
IUN2C82,1754020751652,CAM037,2,-27.087073,-52.658853,2025-08-01 03:59:11,False,1
EZR9S66,1754020753964,CAM060,2,-27.811054,-50.344481,2025-08-01 03:59:13,False,1
ONA8Z95,1754020755124,CAM060,4,-27.811054,-50.344481,2025-08-01 03:59:15,False,2
SGT8J59,1754020761587,CAM005,3,-27.577559,-48.558811,2025-08-01 03:59:21,False,0
RWI1Q85,1754020761897,CAM039,2,-26.910126,-48.698347,2025-08-01 03:59:21,False,0
MQI7C58,1754020763755,CAM070,1,-27.008143,-48.663002,2025-08-01 03:59:23,False,0
PMZ2G95,1754020763826,CAM072,1,-26.958775,-48.66775,2025-08-01 03:59:23,False,1
USW5N70,1754020770207,CAM063,3,-27.687553,-48.68721,2025-08-01 03:59:30,False,3
BAK7G14,1754020771631,CAM046,1,-27.579889,-48.655592,2025-08-01 03:59:31,False,3
CKS3K02,1754020773528,CAM074,2,-26.466951,-49.075822,2025-08-01 03:59:33,False,2
ACR1G37,1754020773709,CAM003,4,-27.633247,-48.583532,2025-08-01 03:59:33,False,3
JWG2X43,1754020774500,CAM037,2,-27.087073,-52.658853,2025-08-01 03:59:34,False,3
MXK2V44,1754020774768,CAM054,1,-28.636019,-49.335857,2025-08-01 03:59:34,False,1
TSU8V78,1754020779675,CAM010,2,-27.627345,-48.538823,2025-08-01 03:59:39,False,3
WWR8F56,1754020781003,CAM043,2,-26.899172,-48.629892,2025-08-01 03:59:41,False,1
DEK9R25,1754020781892,CAM036,2,-27.067151,-52.61626,2025-08-01 03:59:41,False,2
FKJ5O94,1754020784441,CAM054,1,-28.636019,-49.335857,2025-08-01 03:59:44,False,0
HQE2T64,1754020788561,CAM032,3,-27.137341,-52.612803,2025-08-01 03:59:48,False,0
EZH2E55,1754020791550,CAM077,1,-26.505803,-49.112575,2025-08-01 03:59:51,False,1
GZK3W31,1754020791573,CAM038,4,-27.130312,-52.621499,2025-08-01 03:59:51,False,0
IOU2Q39,1754020792294,CAM005,3,-27.577559,-48.558811,2025-08-01 03:59:52,False,1
FAW5H21,1754020794808,CAM007,1,-27.574236,-48.513958,2025-08-01 03:59:54,False,1
STB9B37,1754020795114,CAM042,1,-26.906459,-48.654455,2025-08-01 03:59:55,False,1
XEZ8L51,1754020795379,CAM071,1,-26.996525,-48.607696,2025-08-01 03:59:55,False,2
TVO2U75,1754020797992,CAM040,1,-26.912173,-48.691725,2025-08-01 03:59:57,False,1
WSI3N99,1754020798293,CAM032,4,-27.137341,-52.612803,2025-08-01 03:59:58,False,1
PPD1K89,1754020799880,CAM097,2,-27.173071,-49.643988,2025-08-01 03:59:59,False,2
AMP4V66,1754020800882,CAM016,2,-26.267182,-48.846597,2025-08-01 04:00:00,False,0
YTT5B14,1754020800924,CAM027,1,-26.912119,-49.101786,2025-08-01 04:00:00,False,1
PTQ5J38,1754020802590,CAM052,2,-28.721326,-49.364506,2025-08-01 04:00:02,False,3
EKO0B84,1754020803800,CAM017,1,-26.263496,-48.886535,2025-08-01 04:00:03,False,2
XTV2W65,1754020804648,CAM067,1,-27.630914,-48.708228,2025-08-01 04:00:04,False,0
GUR5I01,1754020806576,CAM062,3,-27.78816,-50.284255,2025-08-01 04:00:06,False,3
KDS3Q70,1754020806702,CAM084,1,-28.448288,-48.998988,2025-08-01 04:00:06,False,1
NVS1I33,1754020806773,CAM008,1,-27.613203,-48.535995,2025-08-01 04:00:06,False,2
UAR4Y60,1754020807966,CAM004,1,-27.614062,-48.518868,2025-08-01 04:00:07,False,0
PMX9A35,1754020810895,CAM038,1,-27.130312,-52.621499,2025-08-01 04:00:10,False,0
ZPL3C06,1754020810908,CAM056,1,-28.682354,-49.410267,2025-08-01 04:00:10,False,0
NRS8J80,1754020813646,CAM068,2,-26.961254,-48.666952,2025-08-01 04:00:13,False,1
ZAT7X05,1754020814521,CAM042,1,-26.906459,-48.654455,2025-08-01 04:00:14,False,3
GMY3S55,1754020814823,CAM002,1,-27.627116,-48.53657,2025-08-01 04:00:14,True,11
ZAE2D06,1754020816322,CAM083,2,-28.479708,-48.983166,2025-08-01 04:00:16,False,1
JHB7W74,1754020816374,CAM046,1,-27.579889,-48.655592,2025-08-01 04:00:16,False,2
PFZ2Q03,1754020818192,CAM039,1,-26.910126,-48.698347,2025-08-01 04:00:18,False,1
NCN8Y37,1754020819046,CAM053,1,-28.658134,-49.406352,2025-08-01 04:00:19,False,0
DRH6M70,1754020821608,CAM093,1,-26.920132,-52.440308,2025-08-01 04:00:21,False,1
USC3N78,1754020828388,CAM065,4,-27.677998,-48.669561,2025-08-01 04:00:28,False,1
DYG1U97,1754020829538,CAM056,2,-28.682354,-49.410267,2025-08-01 04:00:29,False,1
PVN3Q89,1754020830023,CAM076,1,-26.526243,-49.105032,2025-08-01 04:00:30,False,3
NZA0W57,1754020830736,CAM096,1,-28.904099,-49.48527,2025-08-01 04:00:30,False,1
YVW5A03,1754020838105,CAM031,2,-27.131497,-52.592651,2025-08-01 04:00:38,True,6
LBF2Z03,1754020841483,CAM052,1,-28.721326,-49.364506,2025-08-01 04:00:41,True,20
JQM1J51,1754020841531,CAM046,1,-27.579889,-48.655592,2025-08-01 04:00:41,False,3
ILH0P66,1754020841736,CAM046,1,-27.579889,-48.655592,2025-08-01 04:00:41,False,3
TBY5T67,1754020845606,CAM033,2,-27.06419,-52.596908,2025-08-01 04:00:45,False,2
IAB9O93,1754020847236,CAM029,2,-26.950864,-49.070505,2025-08-01 04:00:47,False,2
UAG2F48,1754020847495,CAM076,1,-26.526243,-49.105032,2025-08-01 04:00:47,False,2
GQK3U62,1754020850942,CAM060,3,-27.811054,-50.344481,2025-08-01 04:00:50,False,2
OKA2R56,1754020852543,CAM035,1,-27.072321,-52.590056,2025-08-01 04:00:52,False,3
QOL6O03,1754020852608,CAM001,3,-27.579078,-48.573935,2025-08-01 04:00:52,False,2
NCI5K94,1754020853751,CAM058,2,-27.840143,-50.316183,2025-08-01 04:00:53,False,3
FGQ9N60,1754020856242,CAM045,1,-27.649812,-48.673855,2025-08-01 04:00:56,False,1
OUU0D37,1754020857320,CAM068,1,-26.961254,-48.666952,2025-08-01 04:00:57,False,3
KKR8P05,1754020859213,CAM007,2,-27.574236,-48.513958,2025-08-01 04:00:59,False,3
BUE1W79,1754020862328,CAM024,3,-26.880835,-49.0316,2025-08-01 04:01:02,False,1
DLM4S11,1754020863433,CAM017,1,-26.263496,-48.886535,2025-08-01 04:01:03,False,1
IZE2E44,1754020864960,CAM094,1,-26.856715,-52.412829,2025-08-01 04:01:04,False,0
LTS2K54,1754020865550,CAM019,2,-26.269957,-48.810264,2025-08-01 04:01:05,False,1
LAD9F40,1754020866658,CAM022,1,-26.279524,-48.88648,2025-08-01 04:01:06,False,1
PEH3H45,1754020868585,CAM070,1,-27.008143,-48.663002,2025-08-01 04:01:08,False,3
KWF4B70,1754020873080,CAM022,1,-26.279524,-48.88648,2025-08-01 04:01:13,False,0
HEB4E72,1754020876712,CAM025,1,-26.951472,-49.086733,2025-08-01 04:01:16,False,1
HEK4E28,1754020880053,CAM042,1,-26.906459,-48.654455,2025-08-01 04:01:20,False,3
JVZ0I84,1754020883827,CAM029,4,-26.950864,-49.070505,2025-08-01 04:01:23,False,2
HHB9G80,1754020885205,CAM059,1,-27.786213,-50.340794,2025-08-01 04:01:25,False,2
LHD6D78,1754020887248,CAM091,2,-27.259224,-52.058796,2025-08-01 04:01:27,False,0
CRS0A36,1754020887849,CAM040,1,-26.912173,-48.691725,2025-08-01 04:01:27,False,3
ODP4D02,1754020888999,CAM032,2,-27.137341,-52.612803,2025-08-01 04:01:28,False,1
VDO4I22,1754020889304,CAM095,2,-28.941527,-49.53719,2025-08-01 04:01:29,False,1
FUW3A01,1754020890790,CAM031,2,-27.131497,-52.592651,2025-08-01 04:01:30,False,3
KIV9O12,1754020892084,CAM025,1,-26.951472,-49.086733,2025-08-01 04:01:32,False,0
VRR3E90,1754020893631,CAM097,1,-27.173071,-49.643988,2025-08-01 04:01:33,False,1
AQT9R97,1754020894992,CAM093,3,-26.920132,-52.440308,2025-08-01 04:01:34,False,1
OYR6G98,1754020895974,CAM039,2,-26.910126,-48.698347,2025-08-01 04:01:35,False,0
QYO2U17,1754020896130,CAM078,2,-27.063181,-48.898808,2025-08-01 04:01:36,False,2
XBS2D35,1754020896588,CAM037,1,-27.087073,-52.658853,2025-08-01 04:01:36,False,3
BXF5J71,1754020897835,CAM071,1,-26.996525,-48.607696,2025-08-01 04:01:37,False,1
BQF3R01,1754020900102,CAM078,1,-27.063181,-48.898808,2025-08-01 04:01:40,False,1
QDW8C38,1754020900766,CAM043,2,-26.899172,-48.629892,2025-08-01 04:01:40,False,2
JHE8O87,1754020903248,CAM029,4,-26.950864,-49.070505,2025-08-01 04:01:43,False,1
IDU5T37,1754020903432,CAM020,3,-26.332262,-48.872393,2025-08-01 04:01:43,False,2
YDR7S93,1754020910389,CAM048,2,-27.576322,-48.602478,2025-08-01 04:01:50,False,3
XRC6S48,1754020912267,CAM048,2,-27.576322,-48.602478,2025-08-01 04:01:52,False,1
ZXI8L05,1754020915740,CAM069,1,-26.958422,-48.596323,2025-08-01 04:01:55,False,2
PQP5S61,1754020919507,CAM071,1,-26.996525,-48.607696,2025-08-01 04:01:59,False,1
NBH6U71,1754020920478,CAM045,2,-27.649812,-48.673855,2025-08-01 04:02:00,False,1
EDT9D91,1754020921848,CAM017,1,-26.263496,-48.886535,2025-08-01 04:02:01,False,3
GJI7Z00,1754020923280,CAM070,1,-27.008143,-48.663002,2025-08-01 04:02:03,False,3
ROY9X37,1754020928288,CAM041,1,-26.919381,-48.656875,2025-08-01 04:02:08,False,3
RBZ5Q00,1754020930018,CAM012,4,-27.571026,-48.575134,2025-08-01 04:02:10,False,1
IYD8R85,1754020932041,CAM065,3,-27.677998,-48.669561,2025-08-01 04:02:12,False,1
YMS6F10,1754020934155,CAM021,1,-26.276384,-48.856475,2025-08-01 04:02:14,False,0
PVP4T56,1754020934859,CAM030,3,-26.955102,-49.080656,2025-08-01 04:02:14,False,2
ZRZ5B57,1754020935019,CAM034,1,-27.060368,-52.575929,2025-08-01 04:02:15,False,1
RUM4Q10,1754020937947,CAM047,1,-27.654619,-48.648046,2025-08-01 04:02:17,False,0
TJQ6N46,1754020944688,CAM018,3,-26.266313,-48.826993,2025-08-01 04:02:24,False,0
LCH2W64,1754020948293,CAM051,2,-28.648343,-49.336678,2025-08-01 04:02:28,False,3
MAL0T27,1754020948633,CAM019,2,-26.269957,-48.810264,2025-08-01 04:02:28,False,1
JTS6Y53,1754020949877,CAM037,1,-27.087073,-52.658853,2025-08-01 04:02:29,False,1
QGL0A36,1754020954158,CAM027,1,-26.912119,-49.101786,2025-08-01 04:02:34,False,2
HAX5X83,1754020954845,CAM072,1,-26.958775,-48.66775,2025-08-01 04:02:34,False,2
XFE8I81,1754020955135,CAM051,1,-28.648343,-49.336678,2025-08-01 04:02:35,False,2
JAO0K69,1754020956854,CAM001,3,-27.579078,-48.573935,2025-08-01 04:02:36,True,15
LIE8M63,1754020957952,CAM093,4,-26.920132,-52.440308,2025-08-01 04:02:37,False,0
DIO2T75,1754020961075,CAM091,2,-27.259224,-52.058796,2025-08-01 04:02:41,False,3
BXP9Z40,1754020964599,CAM055,2,-28.713808,-49.342112,2025-08-01 04:02:44,False,0
ANJ9Y06,1754020965650,CAM053,2,-28.658134,-49.406352,2025-08-01 04:02:45,False,0
UYA3A97,1754020967775,CAM068,1,-26.961254,-48.666952,2025-08-01 04:02:47,False,2
XFJ9I57,1754020969023,CAM016,2,-26.267182,-48.846597,2025-08-01 04:02:49,False,2
CEQ6N11,1754020972489,CAM081,1,-27.060729,-48.883572,2025-08-01 04:02:52,False,3
TIF5C15,1754020974428,CAM095,1,-28.941527,-49.53719,2025-08-01 04:02:54,False,2
RIN9T99,1754020983953,CAM008,1,-27.613203,-48.535995,2025-08-01 04:03:03,False,2
JOL6R80,1754020985624,CAM035,1,-27.072321,-52.590056,2025-08-01 04:03:05,False,3
KCG7M65,1754020987653,CAM063,2,-27.687553,-48.68721,2025-08-01 04:03:07,False,1
FAN5C68,1754020990006,CAM058,3,-27.840143,-50.316183,2025-08-01 04:03:10,False,1
UPB2I69,1754020991831,CAM012,1,-27.571026,-48.575134,2025-08-01 04:03:11,False,1
JHD8K62,1754020992253,CAM036,2,-27.067151,-52.61626,2025-08-01 04:03:12,False,3
AUE5O12,1754020993006,CAM058,3,-27.840143,-50.316183,2025-08-01 04:03:13,False,3
WCK9F00,1754020995397,CAM063,2,-27.687553,-48.68721,2025-08-01 04:03:15,False,0
ACT2C38,1754020995533,CAM002,1,-27.627116,-48.53657,2025-08-01 04:03:15,False,2
TAK8B38,1754020996222,CAM002,1,-27.627116,-48.53657,2025-08-01 04:03:16,False,2
PAP6O81,1754020997367,CAM078,1,-27.063181,-48.898808,2025-08-01 04:03:17,False,0
UNU5E20,1754021004774,CAM066,1,-27.627305,-48.634474,2025-08-01 04:03:24,False,3
IPB7V27,1754021004863,CAM025,1,-26.951472,-49.086733,2025-08-01 04:03:24,False,2
XBV8W14,1754021005412,CAM007,2,-27.574236,-48.513958,2025-08-01 04:03:25,False,0
WJJ5F75,1754021007191,CAM004,1,-27.614062,-48.518868,2025-08-01 04:03:27,False,3
URJ5I01,1754021009722,CAM046,1,-27.579889,-48.655592,2025-08-01 04:03:29,False,0
CFF5O89,1754021009902,CAM029,4,-26.950864,-49.070505,2025-08-01 04:03:29,False,1
ZJT6V50,1754021016015,CAM092,1,-26.898072,-52.362019,2025-08-01 04:03:36,False,2
MMI2E27,1754021016935,CAM070,1,-27.008143,-48.663002,2025-08-01 04:03:36,False,3
MMX7F15,1754021020585,CAM044,1,-26.949201,-48.669619,2025-08-01 04:03:40,False,0
QNT0I49,1754021021260,CAM019,1,-26.269957,-48.810264,2025-08-01 04:03:41,False,1
